Name,URL,Description,Process,Variety,all_combined,exlc_name_combined
Ethiopia Guji Hambela Dabaye,https://www.sweetmarias.com/ethiopia-guji-hambela-dabaye-6609.html,"Impressive sweetness, demurara sugar, cream soda, mild fruited accents of nectarine and lemon, and a touch of clove in aroma. Peach-like acidity helps build out the fruited impressions. City to Full City.",Wet Washed,Heirloom,"Ethiopia Guji Hambela Dabaye, Impressive sweetness, demurara sugar, cream soda, mild fruited accents of nectarine and lemon, and a touch of clove in aroma. Peach-like acidity helps build out the fruited impressions. City to Full City., Wet Washed, Heirloom","Impressive sweetness, demurara sugar, cream soda, mild fruited accents of nectarine and lemon, and a touch of clove in aroma. Peach-like acidity helps build out the fruited impressions. City to Full City., Wet Washed, Heirloom"
Ethiopia Guji Uraga Yabitu,https://www.sweetmarias.com/ethiopia-uraga-yabitu-koba-6610.html,"Archetypal Guji if there is such a thing; delicate floral jasmine note, Earl Grey tea, aromatic Meyer lemon and bergamot citrus, a grape hint, and sugar in the raw sweetness all the way through. City to City+.",Wet Washed,Heirloom,"Ethiopia Guji Uraga Yabitu, Archetypal Guji if there is such a thing; delicate floral jasmine note, Earl Grey tea, aromatic Meyer lemon and bergamot citrus, a grape hint, and sugar in the raw sweetness all the way through. City to City+., Wet Washed, Heirloom","Archetypal Guji if there is such a thing; delicate floral jasmine note, Earl Grey tea, aromatic Meyer lemon and bergamot citrus, a grape hint, and sugar in the raw sweetness all the way through. City to City+., Wet Washed, Heirloom"
Ethiopia Nano Challa Cooperative,https://www.sweetmarias.com/ethiopa-nano-challa-cooperative-6726.html,"Amber honey sweetness opens up to fruited flavors of orange marmalade, unsulfured apricot, peach tea, along with hints of wood spice, tenadam herb, and lemon balm. City to Full City. Great Ethiopian espresso!",Wet Washed,Heirloom,"Ethiopia Nano Challa Cooperative, Amber honey sweetness opens up to fruited flavors of orange marmalade, unsulfured apricot, peach tea, along with hints of wood spice, tenadam herb, and lemon balm. City to Full City. Great Ethiopian espresso!, Wet Washed, Heirloom","Amber honey sweetness opens up to fruited flavors of orange marmalade, unsulfured apricot, peach tea, along with hints of wood spice, tenadam herb, and lemon balm. City to Full City. Great Ethiopian espresso!, Wet Washed, Heirloom"
Ethiopia Organic Dry Process Bookkisa,https://www.sweetmarias.com/ethiopia-organic-dry-process-bookkisa-6972.html,"So many flavors packed into this cup heavily weighted in fruit with a balanced, bittersweet finish. Notes of strawberry preserves, blueberry, dried pineapple, blackstrap molasses, and some fruit and hot cocoa in the aftertaste. City to Full City.",Dry Natural,Heirloom,"Ethiopia Organic Dry Process Bookkisa, So many flavors packed into this cup heavily weighted in fruit with a balanced, bittersweet finish. Notes of strawberry preserves, blueberry, dried pineapple, blackstrap molasses, and some fruit and hot cocoa in the aftertaste. City to Full City., Dry Natural, Heirloom","So many flavors packed into this cup heavily weighted in fruit with a balanced, bittersweet finish. Notes of strawberry preserves, blueberry, dried pineapple, blackstrap molasses, and some fruit and hot cocoa in the aftertaste. City to Full City., Dry Natural, Heirloom"
Ethiopia Organic Dry Process Kebele Birbissa,https://www.sweetmarias.com/ethiopia-organic-dry-process-kebele-birbissa-6621.html,"Fruit reductions, dried peach and strawberry, rhubarb pie filling, cranberry juice, a hint of orange points to citric acidity, and a subtle floral aroma. A fairly clean cup for dry process coffee. City to Full City.",Dry Natural,Heirloom,"Ethiopia Organic Dry Process Kebele Birbissa, Fruit reductions, dried peach and strawberry, rhubarb pie filling, cranberry juice, a hint of orange points to citric acidity, and a subtle floral aroma. A fairly clean cup for dry process coffee. City to Full City., Dry Natural, Heirloom","Fruit reductions, dried peach and strawberry, rhubarb pie filling, cranberry juice, a hint of orange points to citric acidity, and a subtle floral aroma. A fairly clean cup for dry process coffee. City to Full City., Dry Natural, Heirloom"
Ethiopia Organic Dry Process Refisa,https://www.sweetmarias.com/ethiopia-organic-dry-process-refisa-6950.html,"A fruit-forward dry process cup, syrupy sweetness, heady aromatics both perfumed and rustic, palm sugar, floral berry, dried apricot, and fragrant dried mango. Darker roasts have some cocoa bittering in the back end. City to Full City.",Dry Natural,Heirloom,"Ethiopia Organic Dry Process Refisa, A fruit-forward dry process cup, syrupy sweetness, heady aromatics both perfumed and rustic, palm sugar, floral berry, dried apricot, and fragrant dried mango. Darker roasts have some cocoa bittering in the back end. City to Full City., Dry Natural, Heirloom","A fruit-forward dry process cup, syrupy sweetness, heady aromatics both perfumed and rustic, palm sugar, floral berry, dried apricot, and fragrant dried mango. Darker roasts have some cocoa bittering in the back end. City to Full City., Dry Natural, Heirloom"
Ethiopia Organic Dry Process Shakiso Bookkisa,https://www.sweetmarias.com/ethiopia-organic-dry-process-shakiso-bookkisa-6620.html,"There's a lot going in the cup, a profile heavily weighted in fruit flavors, raspberry and blueberry preserves, tropical fruit salad, nectarine, mango, a hint of green melon, with a delicate orange blossom floral note. City to City+.",Dry Natural,Heirloom,"Ethiopia Organic Dry Process Shakiso Bookkisa, There's a lot going in the cup, a profile heavily weighted in fruit flavors, raspberry and blueberry preserves, tropical fruit salad, nectarine, mango, a hint of green melon, with a delicate orange blossom floral note. City to City+., Dry Natural, Heirloom","There's a lot going in the cup, a profile heavily weighted in fruit flavors, raspberry and blueberry preserves, tropical fruit salad, nectarine, mango, a hint of green melon, with a delicate orange blossom floral note. City to City+., Dry Natural, Heirloom"
Ethiopia Organic Nensebo Refisa,https://www.sweetmarias.com/ethiopia-organic-nensebo-refisa-6783.html,"An aromatic cup in all of our roasts, dried florals, sweet herbs, and fragrant woody incense, notes of simple syrup, orange essence, fruit gum, and grabby citrus finish. City to Full City.",Wet Washed,Heirloom,"Ethiopia Organic Nensebo Refisa, An aromatic cup in all of our roasts, dried florals, sweet herbs, and fragrant woody incense, notes of simple syrup, orange essence, fruit gum, and grabby citrus finish. City to Full City., Wet Washed, Heirloom","An aromatic cup in all of our roasts, dried florals, sweet herbs, and fragrant woody incense, notes of simple syrup, orange essence, fruit gum, and grabby citrus finish. City to Full City., Wet Washed, Heirloom"
Ethiopia Organic Shakiso Kayon Mountain Farm,https://www.sweetmarias.com/ethiopia-organic-shakiso-kayon-mountain-farm-6681.html,"Unrefined sugar sweetness is cut through by a rindy citrus flavor, fruited accent notes of orange and dried strawberry, aromatic herbals, Earl Grey and hibiscus teas, and a soft floral jasmine note. City to Full City.",Wet Washed,Heirloom,"Ethiopia Organic Shakiso Kayon Mountain Farm, Unrefined sugar sweetness is cut through by a rindy citrus flavor, fruited accent notes of orange and dried strawberry, aromatic herbals, Earl Grey and hibiscus teas, and a soft floral jasmine note. City to Full City., Wet Washed, Heirloom","Unrefined sugar sweetness is cut through by a rindy citrus flavor, fruited accent notes of orange and dried strawberry, aromatic herbals, Earl Grey and hibiscus teas, and a soft floral jasmine note. City to Full City., Wet Washed, Heirloom"
Ethiopia Organic Yirga Cheffe Chelbesa Danche,https://www.sweetmarias.com/ethiopia-organic-yirga-cheffe-chelbesa-6782.html,"Classic Yirga Cheffe flavors, rue herbal accents play off perfumed floral notes, complex sweetness, incense hint, rindy citrus note that has a grabby aspect, surprisingly resilient to Full City roasting. City to Full City. Good for espresso.",Wet Washed,Heirloom,"Ethiopia Organic Yirga Cheffe Chelbesa Danche, Classic Yirga Cheffe flavors, rue herbal accents play off perfumed floral notes, complex sweetness, incense hint, rindy citrus note that has a grabby aspect, surprisingly resilient to Full City roasting. City to Full City. Good for espresso., Wet Washed, Heirloom","Classic Yirga Cheffe flavors, rue herbal accents play off perfumed floral notes, complex sweetness, incense hint, rindy citrus note that has a grabby aspect, surprisingly resilient to Full City roasting. City to Full City. Good for espresso., Wet Washed, Heirloom"
Ethiopia Sidama Shentabene Chire,https://www.sweetmarias.com/ethiopia-sidama-shentabene-chire-6571.html,"This Sidama makes for a delicate, refined pour over, perfumed pearl jasmine and rose water aroma, simple syrup sweetness, and hints of red apple, Botan rice candies, and black tea. City to City+.",Wet Washed,Heirloom,"Ethiopia Sidama Shentabene Chire, This Sidama makes for a delicate, refined pour over, perfumed pearl jasmine and rose water aroma, simple syrup sweetness, and hints of red apple, Botan rice candies, and black tea. City to City+., Wet Washed, Heirloom","This Sidama makes for a delicate, refined pour over, perfumed pearl jasmine and rose water aroma, simple syrup sweetness, and hints of red apple, Botan rice candies, and black tea. City to City+., Wet Washed, Heirloom"
Ethiopia Uraga Kebele Gogogu,https://www.sweetmarias.com/ethiopia-uraga-kebele-gogogu-6593.html,"The sweetness of fruit paired with roast notes sets up a deep, complex flavor profile. Traces of hibiscus tea, clove-like baking spices, raisin, stone fruit, roasted cocoa nibs, and well integrated acidity. City to City+.",Wet Washed,Heirloom,"Ethiopia Uraga Kebele Gogogu, The sweetness of fruit paired with roast notes sets up a deep, complex flavor profile. Traces of hibiscus tea, clove-like baking spices, raisin, stone fruit, roasted cocoa nibs, and well integrated acidity. City to City+., Wet Washed, Heirloom","The sweetness of fruit paired with roast notes sets up a deep, complex flavor profile. Traces of hibiscus tea, clove-like baking spices, raisin, stone fruit, roasted cocoa nibs, and well integrated acidity. City to City+., Wet Washed, Heirloom"
Ethiopia Uraga Tebe Haro Wato,https://www.sweetmarias.com/ethiopia-uraga-tebe-haro-wato-6572.html,"Raw honey flavors build out a solid backbone in the cup, with fruited accents of plum, lychee, tangerine, melon floral apple and an herbal rue hint. City to Full City.",Wet Washed,Heirloom,"Ethiopia Uraga Tebe Haro Wato, Raw honey flavors build out a solid backbone in the cup, with fruited accents of plum, lychee, tangerine, melon floral apple and an herbal rue hint. City to Full City., Wet Washed, Heirloom","Raw honey flavors build out a solid backbone in the cup, with fruited accents of plum, lychee, tangerine, melon floral apple and an herbal rue hint. City to Full City., Wet Washed, Heirloom"
Ethiopia Uraga Tebe Haro Wato,https://www.sweetmarias.com/ethiopia-uraga-tebe-haro-wato-6725-.html,"Overt floral aromatics are contrasted by musky wood-spice accents, vibrant acidity, lemon juice, citrus pith, natural dried peach, jasmine, and sandalwood. City to City+.",Wet Washed,Heirloom,"Ethiopia Uraga Tebe Haro Wato, Overt floral aromatics are contrasted by musky wood-spice accents, vibrant acidity, lemon juice, citrus pith, natural dried peach, jasmine, and sandalwood. City to City+., Wet Washed, Heirloom","Overt floral aromatics are contrasted by musky wood-spice accents, vibrant acidity, lemon juice, citrus pith, natural dried peach, jasmine, and sandalwood. City to City+., Wet Washed, Heirloom"
Ethiopia Yirga Cheffe Ajere,https://www.sweetmarias.com/ethiopia-yirga-cheffe-ajere-6930.html,"Pristine sweetness and clean cup flavors, honey drizzled pastry, Turkish apricot, peach crumble, with brown sugar and cinnamon, lingering honey aroma in the aftertaste. City to Full City.",Wet Washed,Heirloom,"Ethiopia Yirga Cheffe Ajere, Pristine sweetness and clean cup flavors, honey drizzled pastry, Turkish apricot, peach crumble, with brown sugar and cinnamon, lingering honey aroma in the aftertaste. City to Full City., Wet Washed, Heirloom","Pristine sweetness and clean cup flavors, honey drizzled pastry, Turkish apricot, peach crumble, with brown sugar and cinnamon, lingering honey aroma in the aftertaste. City to Full City., Wet Washed, Heirloom"
Ethiopia Yirga Cheffe Aricha,https://www.sweetmarias.com/ethiopia-yirga-cheffe-aricha-6929.html,"Light, bright and utterly delicious, Aricha has red honey sweetness, notes of fleshy stone fruits, lemon meringue, fruit jam, buttery texture, floral honeysuckle, and vibrant citrus acidity. City to City+.",Wet Washed,Heirloom,"Ethiopia Yirga Cheffe Aricha, Light, bright and utterly delicious, Aricha has red honey sweetness, notes of fleshy stone fruits, lemon meringue, fruit jam, buttery texture, floral honeysuckle, and vibrant citrus acidity. City to City+., Wet Washed, Heirloom","Light, bright and utterly delicious, Aricha has red honey sweetness, notes of fleshy stone fruits, lemon meringue, fruit jam, buttery texture, floral honeysuckle, and vibrant citrus acidity. City to City+., Wet Washed, Heirloom"
